NC_011498.1	NC_000915.1	NC_012973.1	NC_011333.1	NC_014256.1	Consensus	Std	Count
HPP12_RS02695	HP0518	HELPY_RS04010	HPG27_RS02490	HPB8_RS03495	116.0	39.73	5.0
HPP12_RS02700	HP0519	HELPY_RS04005	HPG27_RS02495	HPB8_RS03455	116.0	39.92	5.0
HPP12_RS02860	HP0549	HELPY_RS04000	HPG27_RS02665	HPB8_RS03545	124.0	34.43	5.0
HPP12_RS02865	HP0550	HELPY_RS03995	HPG27_RS02670	HPB8_RS03550	125.0	33.95	5.0
HPP12_RS02870	HP0551	HELPY_RS03990	HPG27_RS02675	HPB8_RS03555	125.0	33.5	5.0
HPP12_RS02880	HP0553	HELPY_RS03980	HPG27_RS02685	HPB8_RS03565	125.0	33.34	5.0
HPP12_RS02885	HP0554	HELPY_RS03975	HPG27_RS02690	HPB8_RS03570	125.0	33.34	5.0
HPP12_RS02890	HP0555	HELPY_RS03970	HPG27_RS02695	HPB8_RS03575	125.0	33.34	5.0
HPP12_RS02900	HP0557	HELPY_RS03960	HPG27_RS02705	HPB8_RS03585	126.0	32.41	5.0
HPP12_RS02905	HP0558	HELPY_RS03955	HPG27_RS02710	HPB8_RS03590	126.0	32.24	5.0
HPP12_RS02910	HP0559	HELPY_RS03950	HPG27_RS02715	HPB8_RS03595	126.0	32.24	5.0
HPP12_RS02915	HP0561	HELPY_RS03945	HPG27_RS02720	HPB8_RS03600	127.0	31.76	5.0
HPP12_RS02920	HP0562	HELPY_RS03940	HPG27_RS02725	HPB8_RS03605	127.0	31.76	5.0
HPP12_RS02925	HP0563	HELPY_RS03935	HPG27_RS02730	HPB8_RS03610	127.0	31.59	5.0
HPP12_RS02930	HP0564	HELPY_RS03930	HPG27_RS02735	HPB8_RS03615	127.0	31.32	5.0
HPP12_RS02935	HP0565	HELPY_RS03925	HPG27_RS02740	HPB8_RS03620	127.0	31.15	5.0
HPP12_RS02940	HP0566	HELPY_RS03920	HPG27_RS02745	HPB8_RS03625	127.0	31.15	5.0
HPP12_RS02945	HP0567	HELPY_RS03915	HPG27_RS02750	HPB8_RS03630	127.0	30.88	5.0
HPP12_RS02950	HP0568	HELPY_RS03910	HPG27_RS02755	HPB8_RS03635	128.0	30.5	5.0
HPP12_RS02955	HP0569	HELPY_RS03905	HPG27_RS02760	HPB8_RS03640	128.0	30.22	5.0
HPP12_RS02960	HP0570	HELPY_RS03900	HPG27_RS02765	HPB8_RS03645	128.0	30.06	5.0
HPP12_RS02965	HP0571	HELPY_RS03895	HPG27_RS02770	HPB8_RS03650	129.0	29.58	5.0
HPP12_RS02970	HP0572	HELPY_RS03890	HPG27_RS02775	HPB8_RS03655	129.0	29.58	5.0
HPP12_RS02975	HP0573	HELPY_RS03885	HPG27_RS02780	HPB8_RS03660	129.0	29.41	5.0
HPP12_RS02980	HP0574	HELPY_RS03880	HPG27_RS02785	HPB8_RS03665	129.0	29.13	5.0
HPP12_RS02985	HP0575	HELPY_RS03875	HPG27_RS02790	HPB8_RS03670	129.0	29.13	5.0
HPP12_RS02990	HP0576	HELPY_RS03870	HPG27_RS02795	HPB8_RS03675	129.0	28.97	5.0
HPP12_RS02995	HP0577	HELPY_RS03865	HPG27_RS02800	HPB8_RS03680	129.0	28.97	5.0
HPP12_RS03000	HP0578	HELPY_RS03860	HPG27_RS02805	HPB8_RS03685	130.0	28.48	5.0
HPP12_RS03005	HP0579	HELPY_RS03855	HPG27_RS02810	HPB8_RS03690	130.0	28.04	5.0
HPP12_RS03010	HP0580	HELPY_RS03850	HPG27_RS02815	HPB8_RS03695	130.0	28.04	5.0
HPP12_RS03015	HP0581	HELPY_RS03845	HPG27_RS02820	HPB8_RS03700	130.0	27.61	5.0
HPP12_RS03025	HP0583	HELPY_RS03835	HPG27_RS02830	HPB8_RS03710	131.0	27.22	5.0
HPP12_RS03030	HP0584	HELPY_RS03830	HPG27_RS02835	HPB8_RS03715	131.0	26.95	5.0
HPP12_RS03035	HP0585	HELPY_RS03825	HPG27_RS02840	HPB8_RS03720	131.0	26.95	5.0
HPP12_RS03040	HP0585a	HELPY_RS03820	HPG27_RS02845	HPB8_RS03725	131.0	26.79	5.0
HPP12_RS03045	HP0586	HELPY_RS03815	HPG27_RS02850	HPB8_RS03730	131.0	26.52	5.0
HPP12_RS03050	HP0587	HELPY_RS03810	HPG27_RS02855	HPB8_RS03735	132.0	25.86	5.0
HPP12_RS03055	HP0588	HELPY_RS03805	HPG27_RS02860	HPB8_RS03740	132.0	25.86	5.0
HPP12_RS03060	HP0589	HELPY_RS03800	HPG27_RS02865	HPB8_RS03745	132.0	25.43	5.0
HPP12_RS03065	HP0590	HELPY_RS03795	HPG27_RS02870	HPB8_RS03750	132.0	25.43	5.0
HPP12_RS03070	HP0591	HELPY_RS03790	HPG27_RS02875	HPB8_RS03755	133.0	25.21	5.0
HPP12_RS03085	HP0594	HELPY_RS03775	HPG27_RS02890	HPB8_RS03765	134.0	23.95	5.0
HPP12_RS03090	HP0595	HELPY_RS03770	HPG27_RS02895	HPB8_RS03770	134.0	23.95	5.0
HPP12_RS03095	HP0596	HELPY_RS03765	HPG27_RS02900	HPB8_RS03775	134.0	23.53	5.0
HPP12_RS03100	HP0597	HELPY_RS03760	HPG27_RS02905	HPB8_RS03780	134.0	23.53	5.0
HPP12_RS03105	HP0598	HELPY_RS03755	HPG27_RS02910	HPB8_RS03785	135.0	22.86	5.0
HPP12_RS03110	HP0599	HELPY_RS03750	HPG27_RS02915	HPB8_RS03790	135.0	22.6	5.0
HPP12_RS03120	HP0601	HELPY_RS03740	HPG27_RS02925	HPB8_RS03800	136.0	21.78	5.0
HPP12_RS03125	HP0602	HELPY_RS03735	HPG27_RS02930	HPB8_RS03805	136.0	21.51	5.0
HPP12_RS03130	HP0603	HELPY_RS03730	HPG27_RS02935	HPB8_RS03810	136.0	21.36	5.0
HPP12_RS03135	HP0604	HELPY_RS03725	HPG27_RS02940	HPB8_RS03815	136.0	21.36	5.0
HPP12_RS03140	HP0605	HELPY_RS03720	HPG27_RS02945	HPB8_RS03820	137.0	20.85	5.0
HPP12_RS03145	HP0606	HELPY_RS03715	HPG27_RS02950	HPB8_RS03825	137.0	20.43	5.0
HPP12_RS03150	HP0607	HELPY_RS03710	HPG27_RS02955	HPB8_RS03830	137.0	20.43	5.0
HPP12_RS03155	HP0608	HELPY_RS03705	HPG27_RS02960	HPB8_RS03835	138.0	19.6	5.0
HPP12_RS03185	HP0614	HELPY_RS03680	HPG27_RS02985	HPB8_RS03855	140.0	17.02	5.0
HPP12_RS03190	HP0615	HELPY_RS03675	HPG27_RS02990	HPB8_RS03860	141.0	16.53	5.0
HPP12_RS03195	HP0616	HELPY_RS03670	HPG27_RS02995	HPB8_RS03865	141.0	16.09	5.0
HPP12_RS03200	HP0617	HELPY_RS03665	HPG27_RS03000	HPB8_RS03870	141.0	16.09	5.0
HPP12_RS03205	HP0618	HELPY_RS03660	HPG27_RS03005	HPB8_RS03875	142.0	15.7	5.0
HPP12_RS03215	HP0620	HELPY_RS03645	HPG27_RS03020	HPB8_RS03890	142.0	15.01	5.0
HPP12_RS03240	HP0621	HELPY_RS03640	HPG27_RS03025	HPB8_RS03895	142.0	14.87	5.0
HPP12_RS03245	HP0622	HELPY_RS03635	HPG27_RS03030	HPB8_RS03900	143.0	14.34	5.0
HPP12_RS03250	HP0623	HELPY_RS03630	HPG27_RS03035	HPB8_RS03905	143.0	13.95	5.0
HPP12_RS03255	HP0624	HELPY_RS03625	HPG27_RS03040	HPB8_RS03910	143.0	13.79	5.0
HPP12_RS03260	HP0625	HELPY_RS03620	HPG27_RS03045	HPB8_RS03915	143.0	13.79	5.0
HPP12_RS03265	HP0626	HELPY_RS03615	HPG27_RS03050	HPB8_RS03920	144.0	13.0	5.0
HPP12_RS03275	HP0629	HELPY_RS03600	HPG27_RS03060	HPB8_RS03930	144.0	12.72	5.0
HPP12_RS03280	HP0630	HELPY_RS03590	HPG27_RS03065	HPB8_RS03935	145.0	12.18	5.0
HPP12_RS03285	HP0631	HELPY_RS03585	HPG27_RS03070	HPB8_RS03940	145.0	11.92	5.0
HPP12_RS03290	HP0632	HELPY_RS03580	HPG27_RS03075	HPB8_RS03945	145.0	11.65	5.0
HPP12_RS03295	HP0633	HELPY_RS03575	HPG27_RS03080	HPB8_RS03950	145.0	11.65	5.0
HPP12_RS03300	HP0634	HELPY_RS03570	HPG27_RS03085	HPB8_RS03955	146.0	11.1	5.0
HPP12_RS03305	HP0635	HELPY_RS03565	HPG27_RS03090	HPB8_RS03960	146.0	10.85	5.0
HPP12_RS03315	HP0637	HELPY_RS03555	HPG27_RS03100	HPB8_RS03970	146.0	10.59	5.0
HPP12_RS03320	HP0638	HELPY_RS03550	HPG27_RS03105	HPB8_RS03975	146.0	10.59	5.0
HPP12_RS03325	HP0639	HELPY_RS03545	HPG27_RS03110	HPB8_RS03980	146.0	10.59	5.0
HPP12_RS03330	HP0640	HELPY_RS03540	HPG27_RS03115	HPB8_RS03985	147.0	9.79	5.0
HPP12_RS03350	HP0643	HELPY_RS03525	HPG27_RS03135	HPB8_RS04005	147.0	9.54	5.0
HPP12_RS03355	HP0644	HELPY_RS03520	HPG27_RS03140	HPB8_RS04010	148.0	8.73	5.0
HPP12_RS03360	HP0645	HELPY_RS03515	HPG27_RS03145	HPB8_RS04015	148.0	8.73	5.0
HPP12_RS03365	HP0646	HELPY_RS03510	HPG27_RS03150	HPB8_RS04020	148.0	8.63	5.0
HPP12_RS03370	HP0647	HELPY_RS03505	HPG27_RS03155	HPB8_RS04025	148.0	8.5	5.0
HPP12_RS03375	HP0648	HELPY_RS03500	HPG27_RS03160	HPB8_RS04030	148.0	8.5	5.0
HPP12_RS03380	HP0649	HELPY_RS03495	HPG27_RS03165	HPB8_RS04035	149.0	7.68	5.0
HPP12_RS03385	HP0650	HELPY_RS03490	HPG27_RS03170	HPB8_RS04040	152.0	7.6	5.0
HPP12_RS03395	HP0652	HELPY_RS03480	HPG27_RS03180	HPB8_RS04050	152.0	7.47	5.0
HPP12_RS03400	HP0653	HELPY_RS03475	HPG27_RS03185	HPB8_RS04055	152.0	6.96	5.0
HPP12_RS03405	HP0654	HELPY_RS03470	HPG27_RS03190	HPB8_RS04060	152.0	6.65	5.0
HPP12_RS03410	HP0655	HELPY_RS03465	HPG27_RS03195	HPB8_RS04065	154.0	6.58	5.0
HPP12_RS03415	HP0656	HELPY_RS03460	HPG27_RS03200	HPB8_RS04070	154.0	5.64	5.0
HPP12_RS03420	HP0657	HELPY_RS03455	HPG27_RS03205	HPB8_RS04075	154.0	5.64	5.0
HPP12_RS03425	HP0658	HELPY_RS03450	HPG27_RS03210	HPB8_RS04080	155.0	5.59	5.0
HPP12_RS03430	HP0659	HELPY_RS03445	HPG27_RS03215	HPB8_RS04085	155.0	5.32	5.0
HPP12_RS03435	HP0660	HELPY_RS03440	HPG27_RS03220	HPB8_RS04090	155.0	4.67	5.0
HPP12_RS03445	HP0662	HELPY_RS03430	HPG27_RS03230	HPB8_RS04100	155.0	4.66	5.0
HPP12_RS03450	HP0663	HELPY_RS03425	HPG27_RS03235	HPB8_RS04105	155.0	4.66	5.0
HPP12_RS03455	HP0664	HELPY_RS03420	HPG27_RS03240	HPB8_RS04110	155.0	4.44	5.0
HPP12_RS03460	HP0665	HELPY_RS03415	HPG27_RS03245	HPB8_RS04115	155.0	4.44	5.0
HPP12_RS03465	HP0666	HELPY_RS03410	HPG27_RS03250	HPB8_RS04120	155.0	3.77	5.0
HPP12_RS03480	HP0671	HELPY_RS03370	HPG27_RS03265	HPB8_RS04145	155.0	2.92	5.0
HPP12_RS03485	HP0672	HELPY_RS03365	HPG27_RS03270	HPB8_RS04150	155.0	2.92	5.0
HPP12_RS03495	HP0675	HELPY_RS03355	HPG27_RS03280	HPB8_RS04160	155.0	2.77	5.0
HPP12_RS03500	HP0676	HELPY_RS03350	HPG27_RS03285	HPB8_RS04165	155.0	2.77	5.0
HPP12_RS03505	HP0677	HELPY_RS03345	HPG27_RS03290	HPB8_RS04170	155.0	2.77	5.0
HPP12_RS03515	HP0680	HELPY_RS03335	HPG27_RS03300	HPB8_RS04180	155.0	2.92	5.0
HPP12_RS03540	HP0683	HELPY_RS03320	HPG27_RS03315	HPB8_RS04195	155.0	3.05	5.0
HPP12_RS03550	HP0686	HELPY_RS03310	HPG27_RS03325	HPB8_RS04205	156.0	3.65	5.0
HPP12_RS03555	HP0687	HELPY_RS03305	HPG27_RS03330	HPB8_RS04210	155.0	3.91	5.0
HPP12_RS03565	HP0690	HELPY_RS03295	HPG27_RS03340	HPB8_RS04220	156.0	4.44	5.0
HPP12_RS03570	HP0691	HELPY_RS03290	HPG27_RS03345	HPB8_RS04225	156.0	4.44	5.0
HPP12_RS03575	HP0692	HELPY_RS03285	HPG27_RS03350	HPB8_RS04230	156.0	4.72	5.0
HPP12_RS03580	HP0693	HELPY_RS03280	HPG27_RS03355	HPB8_RS04235	156.0	4.95	5.0
HPP12_RS03595	HP0696	HELPY_RS03260	HPG27_RS03370	HPB8_RS04250	156.0	5.89	5.0
HPP12_RS03600	HP0697	HELPY_RS03255	HPG27_RS03375	HPB8_RS04255	156.0	6.3	5.0
HPP12_RS03610	HP0699	HELPY_RS03245	HPG27_RS03385	HPB8_RS04265	156.0	6.6	5.0
HPP12_RS03615	HP0700	HELPY_RS03240	HPG27_RS03390	HPB8_RS04270	156.0	6.88	5.0
HPP12_RS03620	HP0701	HELPY_RS03235	HPG27_RS03395	HPB8_RS04275	156.0	6.88	5.0
HPP12_RS03625	HP0702	HELPY_RS03230	HPG27_RS03400	HPB8_RS04280	156.0	7.3	5.0
HPP12_RS03630	HP0703	HELPY_RS03225	HPG27_RS03405	HPB8_RS04285	158.0	7.6	5.0
HPP12_RS03650	HP0706	HELPY_RS03205	HPG27_RS03425	HPB8_RS04305	159.0	8.62	5.0
HPP12_RS03655	HP0707	HELPY_RS03200	HPG27_RS03430	HPB8_RS04310	163.0	8.93	5.0
HPP12_RS03660	HP0708	HELPY_RS03195	HPG27_RS03435	HPB8_RS04315	163.0	9.36	5.0
HPP12_RS03665	HP0709	HELPY_RS03190	HPG27_RS03440	HPB8_RS04320	163.0	9.36	5.0
HPP12_RS03675	HP0711	HELPY_RS03180	HPG27_RS03450	HPB8_RS04330	164.0	9.97	5.0
HPP12_RS03680	HP0714	HELPY_RS03165	HPG27_RS03460	HPB8_RS04340	164.0	10.71	5.0
HPP12_RS03685	HP0715	HELPY_RS03160	HPG27_RS03465	HPB8_RS04345	164.0	10.71	5.0
HPP12_RS03690	HP0716	HELPY_RS03155	HPG27_RS03470	HPB8_RS04350	165.0	10.79	5.0
HPP12_RS03700	HP0718	HELPY_RS03145	HPG27_RS03480	HPB8_RS04360	165.0	11.77	5.0
HPP12_RS03710	HP0721	HELPY_RS03135	HPG27_RS03490	HPB8_RS04370	165.0	11.77	5.0
HPP12_RS03720	HP0723	HELPY_RS03125	HPG27_RS03505	HPB8_RS04380	166.0	12.54	5.0
HPP12_RS03725	HP0724	HELPY_RS03120	HPG27_RS03500	HPB8_RS04385	166.0	12.83	5.0
HPP12_RS03730	HP0722	HELPY_RS03115	HPG27_RS03495	HPB8_RS04390	166.0	12.63	5.0
HPP12_RS03735	HP0726	HELPY_RS03110	HPG27_RS03515	HPB8_RS04395	167.0	13.61	5.0
HPP12_RS03740	HP0727	HELPY_RS03105	HPG27_RS03520	HPB8_RS04400	167.0	13.61	5.0
HPP12_RS03745	HP0728	HELPY_RS03100	HPG27_RS03525	HPB8_RS04405	167.0	13.9	5.0
HPP12_RS03755	HP0730	HELPY_RS03090	HPG27_RS03535	HPB8_RS04415	168.0	14.48	5.0
HPP12_RS03775	HP0734	HELPY_RS03070	HPG27_RS03570	HPB8_RS04445	169.0	15.09	5.0
HPP12_RS03780	HP0735	HELPY_RS03065	HPG27_RS03575	HPB8_RS04450	169.0	15.76	5.0
HPP12_RS03785	HP0736	HELPY_RS03060	HPG27_RS03580	HPB8_RS04455	170.0	16.17	5.0
HPP12_RS03790	HP0737	HELPY_RS03055	HPG27_RS03585	HPB8_RS04460	170.0	16.17	5.0
HPP12_RS03795	HP0738	HELPY_RS03050	HPG27_RS03590	HPB8_RS04465	170.0	16.17	5.0
HPP12_RS03800	HP0739	HELPY_RS03045	HPG27_RS03595	HPB8_RS04470	170.0	16.17	5.0
HPP12_RS03805	HP0740	HELPY_RS03040	HPG27_RS03600	HPB8_RS04475	170.0	16.84	5.0
HPP12_RS03810	HP0741	HELPY_RS03035	HPG27_RS03605	HPB8_RS04480	171.0	17.25	5.0
HPP12_RS03815	HP0742	HELPY_RS03030	HPG27_RS03610	HPB8_RS04485	171.0	17.25	5.0
HPP12_RS03835	HP0745	HELPY_RS03010	HPG27_RS03625	HPB8_RS04500	171.0	18.21	5.0
HPP12_RS03840	HP0746	HELPY_RS03005	HPG27_RS03630	HPB8_RS04505	172.0	18.34	5.0
HPP12_RS03845	HP0747	HELPY_RS03000	HPG27_RS03635	HPB8_RS04510	172.0	18.34	5.0
HPP12_RS03850	HP0748	HELPY_RS02995	HPG27_RS03640	HPB8_RS04515	172.0	18.56	5.0
HPP12_RS03855	HP0749	HELPY_RS02990	HPG27_RS03645	HPB8_RS04520	172.0	19.3	5.0
HPP12_RS03860	HP0750	HELPY_RS02985	HPG27_RS03650	HPB8_RS04525	173.0	19.42	5.0
HPP12_RS03865	HP0751	HELPY_RS02980	HPG27_RS03655	HPB8_RS04530	173.0	19.42	5.0
HPP12_RS03870	HP0752	HELPY_RS02975	HPG27_RS03660	HPB8_RS04535	173.0	19.42	5.0
HPP12_RS03875	HP0753	HELPY_RS02970	HPG27_RS03665	HPB8_RS04540	173.0	20.09	5.0
HPP12_RS03880	HP0754	HELPY_RS02965	HPG27_RS03670	HPB8_RS04545	173.0	20.38	5.0
HPP12_RS03885	HP0755	HELPY_RS02960	HPG27_RS03675	HPB8_RS04550	174.0	20.51	5.0
HPP12_RS03890	HP0756	HELPY_RS02955	HPG27_RS03680	HPB8_RS04555	174.0	20.51	5.0
HPP12_RS03895	HP0757	HELPY_RS02950	HPG27_RS03685	HPB8_RS04560	174.0	20.51	5.0
HPP12_RS03900	HP0758	HELPY_RS02945	HPG27_RS03690	HPB8_RS04565	174.0	20.51	5.0
HPP12_RS03905	HP0759	HELPY_RS02940	HPG27_RS03695	HPB8_RS04570	174.0	21.02	5.0
HPP12_RS03915	HP0761	HELPY_RS02930	HPG27_RS03705	HPB8_RS04580	175.0	21.6	5.0
HPP12_RS03920	HP0762	HELPY_RS02925	HPG27_RS03710	HPB8_RS04585	175.0	21.6	5.0
HPP12_RS03925	HP0763	HELPY_RS02920	HPG27_RS03715	HPB8_RS04590	175.0	21.6	5.0
HPP12_RS03935	HP0768	HELPY_RS02895	HPG27_RS03745	HPB8_RS04620	176.0	22.69	5.0
HPP12_RS03940	HP0769	HELPY_RS02890	HPG27_RS03750	HPB8_RS04625	176.0	22.69	5.0
HPP12_RS03945	HP0770	HELPY_RS02885	HPG27_RS03755	HPB8_RS04630	176.0	23.23	5.0
HPP12_RS03950	HP0771	HELPY_RS02880	HPG27_RS03760	HPB8_RS04635	176.0	23.57	5.0
HPP12_RS03955	HP0772	HELPY_RS02875	HPG27_RS03765	HPB8_RS04640	177.0	23.78	5.0
HPP12_RS03960	HP0773	HELPY_RS02870	HPG27_RS03770	HPB8_RS04645	177.0	23.78	5.0
HPP12_RS03965	HP0774	HELPY_RS02865	HPG27_RS03775	HPB8_RS04650	177.0	24.32	5.0
HPP12_RS03970	HP0775	HELPY_RS02860	HPG27_RS03780	HPB8_RS04655	177.0	24.66	5.0
HPP12_RS03975	HP0776	HELPY_RS02855	HPG27_RS03785	HPB8_RS04660	178.0	24.87	5.0
HPP12_RS03980	HP0777	HELPY_RS02850	HPG27_RS03790	HPB8_RS04665	178.0	24.87	5.0
HPP12_RS03985	HP0778	HELPY_RS02845	HPG27_RS03795	HPB8_RS04670	178.0	25.41	5.0
HPP12_RS03990	HP0779	HELPY_RS02840	HPG27_RS03800	HPB8_RS04675	178.0	25.61	5.0
HPP12_RS03995	HP0780	HELPY_RS02835	HPG27_RS03805	HPB8_RS04680	179.0	25.96	5.0
HPP12_RS04000	HP0781	HELPY_RS02830	HPG27_RS03810	HPB8_RS04685	179.0	26.24	5.0
HPP12_RS04005	HP0782	HELPY_RS02825	HPG27_RS03815	HPB8_RS04690	179.0	26.7	5.0
HPP12_RS04010	HP0783	HELPY_RS02820	HPG27_RS03820	HPB8_RS04695	180.0	27.05	5.0
HPP12_RS04020	HP0785	HELPY_RS02810	HPG27_RS03830	HPB8_RS04705	180.0	27.05	5.0
HPP12_RS04025	HP0786	HELPY_RS02805	HPG27_RS03835	HPB8_RS04710	180.0	27.33	5.0
HPP12_RS04030	HP0787	HELPY_RS02800	HPG27_RS03840	HPB8_RS04715	180.0	27.94	5.0
HPP12_RS04035	HP0788	HELPY_RS02795	HPG27_RS03845	HPB8_RS04720	181.0	28.43	5.0
HPP12_RS04045	HP0790	HELPY_RS02790	HPG27_RS04160	HPB8_RS05015	185.0	34.38	5.0
HPP12_RS04050	HP0791	HELPY_RS02765	HPG27_RS03860	HPB8_RS04730	182.0	29.52	5.0
HPP12_RS04055	HP0792	HELPY_RS02760	HPG27_RS03865	HPB8_RS04735	182.0	29.52	5.0
HPP12_RS04060	HP0793	HELPY_RS02755	HPG27_RS03870	HPB8_RS04740	182.0	30.26	5.0
HPP12_RS04065	HP0794	HELPY_RS02750	HPG27_RS03875	HPB8_RS04745	182.0	30.41	5.0
HPP12_RS04070	HP0795	HELPY_RS02745	HPG27_RS03880	HPB8_RS04750	183.0	30.61	5.0
HPP12_RS04075	HP0796	HELPY_RS02740	HPG27_RS03885	HPB8_RS04755	183.0	30.61	5.0
HPP12_RS04080	HP0797	HELPY_RS02735	HPG27_RS03890	HPB8_RS04760	183.0	30.61	5.0
HPP12_RS04085	HP0798	HELPY_RS02730	HPG27_RS03895	HPB8_RS04765	183.0	31.35	5.0
HPP12_RS04090	HP0799	HELPY_RS02725	HPG27_RS03900	HPB8_RS04770	183.0	31.5	5.0
HPP12_RS04095	HP0800	HELPY_RS02720	HPG27_RS03905	HPB8_RS04775	183.0	31.5	5.0
HPP12_RS04105	HP0802	HELPY_RS02710	HPG27_RS03915	HPB8_RS04785	184.0	31.7	5.0
HPP12_RS04110	HP0803	HELPY_RS02705	HPG27_RS03920	HPB8_RS04790	184.0	31.7	5.0
HPP12_RS04115	HP0804	HELPY_RS02700	HPG27_RS03925	HPB8_RS04795	184.0	31.7	5.0
HPP12_RS04120	HP0805	HELPY_RS02695	HPG27_RS03930	HPB8_RS04800	184.0	32.44	5.0
HPP12_RS04125	HP0806	HELPY_RS02690	HPG27_RS03935	HPB8_RS04805	184.0	32.59	5.0
